ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-09-25,160.80020632170744,2.3877862772650236,243.48240471387044,160.80020632170744,160.80020632170744,-35.59745603315215,-35.59745603315215,-35.59745603315215,-0.6120553324902478,-0.6120553324902478,-0.6120553324902478,-34.985400700661906,-34.985400700661906,-34.985400700661906,0.0,0.0,0.0,125.20275028855528
2020-09-26,160.80486655387818,13.860375832427575,251.27409355191625,160.80486655387818,160.80486655387818,-31.142916634299233,-31.142916634299233,-31.142916634299233,0.9471884867233034,0.9471884867233034,0.9471884867233034,-32.09010512102253,-32.09010512102253,-32.09010512102253,0.0,0.0,0.0,129.66194991957894
2020-09-27,160.8095267860489,3.1784190404777974,254.23263409418345,160.8095267860489,160.8095267860489,-34.89868540988507,-34.89868540988507,-34.89868540988507,-5.6245419598528805,-5.6245419598528805,-5.6245419598528805,-29.274143450032184,-29.274143450032184,-29.274143450032184,0.0,0.0,0.0,125.91084137616383
2020-09-28,160.81418701821968,14.101489489377439,255.31309789814983,160.81418701821968,160.81418701821968,-23.913723322840355,-23.913723322840355,-23.913723322840355,2.6445288376994323,2.6445288376994323,2.6445288376994323,-26.558252160539784,-26.558252160539784,-26.558252160539784,0.0,0.0,0.0,136.90046369537933
2020-09-29,160.8188472503904,8.588358665052425,269.0837603618655,160.8188472503904,160.8188472503904,-21.13991172549549,-21.13991172549549,-21.13991172549549,2.8193328075652517,2.8193328075652517,2.8193328075652517,-23.959244533060744,-23.959244533060744,-23.959244533060744,0.0,0.0,0.0,139.6789355248949
2020-09-30,160.82350748256115,14.341109801851616,259.8742357766292,160.82350748256115,160.82350748256115,-25.40255736908695,-25.40255736908695,-25.40255736908695,-3.912587547646469,-3.912587547646469,-3.912587547646469,-21.48996982144048,-21.48996982144048,-21.48996982144048,0.0,0.0,0.0,135.4209501134742
2020-10-01,160.8281677147319,19.329716022219525,268.2954671053754,160.8281677147319,160.8281677147319,-15.421240318500654,-15.421240318500654,-15.421240318500654,3.738134708004834,3.738134708004834,3.738134708004834,-19.15937502650549,-19.15937502650549,-19.15937502650549,0.0,0.0,0.0,145.40692739623125
2020-10-02,160.83282794690263,18.93012168629403,264.0096723735599,160.83282794690263,160.83282794690263,-17.584714393784207,-17.584714393784207,-17.584714393784207,-0.6120553324917531,-0.6120553324917531,-0.6120553324917531,-16.972659061292454,-16.972659061292454,-16.972659061292454,0.0,0.0,0.0,143.24811355311843
2020-10-03,160.8374881790734,33.481205936840524,270.0439842368505,160.8374881790734,160.8374881790734,-13.984318657750835,-13.984318657750835,-13.984318657750835,0.9471884867058806,0.9471884867058806,0.9471884867058806,-14.931507144456718,-14.931507144456718,-14.931507144456718,0.0,0.0,0.0,146.85316952132257
2020-10-04,160.84214841124412,26.21582291008862,274.6528606175645,160.84214841124412,160.84214841124412,-18.658933788889094,-18.658933788889094,-18.658933788889094,-5.624541959826302,-5.624541959826302,-5.624541959826302,-13.034391829062793,-13.034391829062793,-13.034391829062793,0.0,0.0,0.0,142.18321462235502
2020-10-05,160.84680864341487,31.672964458880507,266.65334315866016,160.84680864341487,160.84680864341487,-8.632397342090483,-8.632397342090483,-8.632397342090483,2.6445288376972202,2.6445288376972202,2.6445288376972202,-11.276926179787704,-11.276926179787704,-11.276926179787704,0.0,0.0,0.0,152.2144113013244
2020-10-06,160.85146887558562,24.657122390815744,280.7167878023989,160.85146887558562,160.85146887558562,-6.832921442684869,-6.832921442684869,-6.832921442684869,2.819332807583667,2.819332807583667,2.819332807583667,-9.652254250268538,-9.652254250268538,-9.652254250268538,0.0,0.0,0.0,154.01854743290076
2020-10-07,160.85612910775637,26.962829650724515,268.7834578962752,160.85612910775637,160.85612910775637,-12.064051711317997,-12.064051711317997,-12.064051711317997,-3.912587547632447,-3.912587547632447,-3.912587547632447,-8.151464163685551,-8.151464163685551,-8.151464163685551,0.0,0.0,0.0,148.79207739643837
2020-10-08,160.8607893399271,41.199439139904015,282.23194583660785,160.8607893399271,160.8607893399271,-3.02587502047402,-3.02587502047402,-3.02587502047402,3.7381347079999663,3.7381347079999663,3.7381347079999663,-6.764009728473986,-6.764009728473986,-6.764009728473986,0.0,0.0,0.0,157.83491431945308
2020-10-09,160.86544957209787,40.71475234130537,270.17553995244185,160.86544957209787,160.86544957209787,-6.090182907918656,-6.090182907918656,-6.090182907918656,-0.6120553324931692,-0.6120553324931692,-0.6120553324931692,-5.478127575425487,-5.478127575425487,-5.478127575425487,0.0,0.0,0.0,154.7752666641792
2020-10-10,160.8701098042686,21.947005855387463,270.21558607365506,160.8701098042686,160.8701098042686,-3.3340497332428054,-3.3340497332428054,-3.3340497332428054,0.9471884867102578,0.9471884867102578,0.9471884867102578,-4.281238219953064,-4.281238219953064,-4.281238219953064,0.0,0.0,0.0,157.5360600710258
2020-10-11,160.87477003643934,22.22097268638382,268.58625060003163,160.87477003643934,160.87477003643934,-8.784863121437112,-8.784863121437112,-8.784863121437112,-5.624541959853013,-5.624541959853013,-5.624541959853013,-3.1603211615840983,-3.1603211615840983,-3.1603211615840983,0.0,0.0,0.0,152.08990691500225
2020-10-12,160.8794302686101,47.17834836752364,293.788248950448,160.8794302686101,160.8794302686101,0.542272786483152,0.542272786483152,0.542272786483152,2.644528837695009,2.644528837695009,2.644528837695009,-2.1022560512118575,-2.1022560512118575,-2.1022560512118575,0.0,0.0,0.0,161.42170305509325
2020-10-13,160.88409050078081,52.079874983525706,288.0753073723632,160.88409050078081,160.88409050078081,1.7252088037659683,1.7252088037659683,1.7252088037659683,2.819332807562046,2.819332807562046,2.819332807562046,-1.0941240037960778,-1.0941240037960778,-1.0941240037960778,0.0,0.0,0.0,162.6092993045468
2020-10-14,160.8887507329516,43.642620745412565,280.55956799246525,160.8887507329516,160.8887507329516,-4.036052772119629,-4.036052772119629,-4.036052772119629,-3.912587547651835,-3.912587547651835,-3.912587547651835,-0.12346522446779451,-0.12346522446779451,-0.12346522446779451,0.0,0.0,0.0,156.85269796083196
