index,pm25
2024-04-28,146.0
2024-04-29,124.0
2024-04-30,158.0
2024-05-01,87.0
2024-05-02,96.0
2024-05-03,118.0
2024-05-04,101.0
2024-05-05,167.0
2024-05-06,170.0
2024-05-07,162.0
2024-05-08,213.0
2024-05-09,834.0
2024-05-10,146.0
2024-05-11,87.0
2024-05-12,128.96361355081555
2024-05-13,90.0
2024-05-14,116.0
2024-05-15,143.0
2024-05-16,75.0
2024-05-17,123.0
2024-05-18,331.0
2024-05-19,109.0
2024-05-20,83.0
2024-05-21,122.0
2024-05-22,110.0
2024-05-23,122.0
2024-05-24,108.0
2024-05-25,99.0
2024-05-26,81.0
2024-05-27,99.0
2024-05-28,96.0
2024-05-29,120.0
2024-05-30,109.0
2024-05-31,130.0
2024-06-01,52.0
2024-06-02,34.0
2024-06-03,58.0
2024-06-04,64.0
2024-06-05,54.0
2024-06-06,54.0
2024-06-07,53.0
